entity_name
腹部淋巴结
胃贲门部
右侧枕骨
下唇右侧内黏膜
 结肠肝
颈软
左侧膝部
两侧输卵管
椎间盘
左侧粗隆间
胃
左侧第7肋间
右侧下上肢
左腹部
左上肢
胸背
十二指肠粘膜上层
取胃
皮下
气管下段
膀胱前壁
右侧颞顶部颅骨
，肠系膜及腹膜后淋巴结
左手拇指外侧
胃体大弯
右侧髂窝区
胸上段上段食管
膈
肛缘
颈椎4-6椎体缘
右、左输卵管
L4-S1椎间盘
直肠壁
右颈部V区
右季肋部
颈 椎
宫颈
右侧结肠旁沟
双足趾
(左结肠系膜根根部)淋巴结
肝左叶第VIII段
右锁骨下窝
左下颌
小弯侧
小腿
结肠靠近肝曲
右肾包膜
L3-S1椎体棘突两侧
血管
右侧颞枕部
神经
左侧锁骨下窝淋巴结
L3-5椎间盘
皮肤
下腹部贲门周围一淋巴结
瓣膜区
中上腹部
双踝关节
肠系膜上动脉根部淋巴结
胸骨中上段
腰4/5椎间隙
两下肺肺纹理
各关节
左胸部
胃食管结合部
横结肠中段偏左
左侧胸膜
周围软组织
左上腹
胃体部大弯、小弯壁
脓苔
后背
胃右动脉
脾区
右侧髂血管
直肠乙状结肠交界
右侧顶部蛛网膜上腔
两膈面
手足
胆
第3组淋巴结
远端胃
右侧肩背部
，子
周围皮肤
拇指末节外侧
食管上段
手背
胸中段食管
头颞部
心肺腹
舌头
右腋区
左侧腕关节
腰椎棘突
右上肢深静脉瓣膜
右侧髂总髂外
皮上
肝S6、S7
腰3-腰4椎间盘
双侧额突
小弯
肺纹理
L4-5椎间隙水平椎体边缘及右后缘
右侧腹股沟
L5-S1棘间
左眼
肝S2、3、5、8
左侧附件
左侧耳
颈椎椎体棘突
左腕左手指
盆底
贲门左(3/3)、 胃小弯(8/9)、幽门上（2/2)淋巴结
左肺门淋巴结
左侧
肝左前叶、右内叶
空肠
纵隔内气管
两侧股动脉
颈部软组织
腰3-骶1椎间盘
双扁桃体
右膝后交叉韧带
两侧肋膈角
右侧胸
两膝关节
三头肌
中下腹部
胃体小弯侧前壁
右侧耻骨
阔韧带后叶
子宫
左肺大泡
左侧大脑半球
耻骨上膀胱区
右、左卵巢
心肌
二便
L3-S1椎体棘突旁
睾丸附睾
右髂内
左腹股沟部
右上肺
左侧腰部肌肉组织
颈肩部
右足趾
水平裂
右侧枕部
食管旁淋巴结
食管粘膜
双侧颈后淋巴结
左肺上叶纵膈
肝S8
，前列腺左侧叶
右颞
胃小弯淋巴结
右侧盆壁
直肠远端
左手
腰椎椎体棘突两侧
左前纵隔淋巴结
上腹部软组织
右侧腰部
左肝管
肝区
肝左前叶
双侧锁骨上淋巴结
右侧阴囊
双侧沿输尿管
右宫
足背
阴茎
阑尾
两侧胸膜
右肘部
右膝部
(胃右动脉旁)淋巴结
肝门淋巴结
左侧肺下野心缘
侧脑室体
右左髂总、右左髂外、左闭孔淋巴结
各椎间隙
右侧髂内闭孔
部分椎小关节间隙
水平硬膜囊
额顶部
会阴
肝S1
S2
右手内侧
腰3-腰5椎间盘
胃粘膜
肠周查见淋巴结
左侧颈内动脉
双侧筛窦
身体多处
右后叶
肝脏VIII段
胰头上方
右髂静脉
拇指
胃壁深肌层
右卵巢
各鼻窦
纵隔
"右侧第9,10,11肋骨"
隆突上LN
门齿
颈椎4-7椎体
硬膜外
脊柱各椎体
力肺
两肾
胸骨柄
左肺下叶尖段
肱二，三头 肌腱
胃脘部
骶韧带
左上上肺内基底段
肛门胸膝位6点、12点
膝
胸壁
小弯侧淋巴结
肝S5、8
直肠中、上段
肩关节
椎体
双下肢皮肤
双侧肾区
周身浅表淋巴
心前区
双输尿管
心包
出血点
全身浅表淋巴结
大便带血
左侧顶部皮下
胃腔
胰头钩突部
(颈段食管旁)淋巴结
胃大小弯侧
两上肢血管
左手拇指
间隔
闭孔内肌
右肺门区
胃区
耳、鼻、喉腔
左侧颈部淋巴结
L5椎体
左侧部分肋骨
胃液
宫腔
肠壁下淋巴结
右耳
右房
左下气管
直肠中段
气管纵膈
中间组淋巴结
椎孔
头顶部右侧
胰腺尾部
双足趾及踝部
肝胆
肺动脉瓣
右侧颈内动脉
肾
左侧腋窝静脉
（胃右动脉根部）淋巴结
左下腹部
口唇
脊髓
左侧椎动脉
左侧下腹
左侧闭孔外肌
左侧水平裂
C4-C7棘突
额
右颞部
肩颈部
右侧膀胱壁
前胸部局部软组织
右锁骨中线第Ⅴ肋
足
右下颈
头枕部
锁骨下窝
左下肺肺纹理
双侧胸腔
右肺
左下胸
右侧披裂
压痛点
第7组淋巴结
左足踇趾
门静脉左支
两侧颈部小淋巴结
左侧髌骨外上缘
肠道
右上唇
S6近脏面
局部软组织
右颈IV、V 区淋巴结
左胸肋部
壶腹部
胰周
两输尿管
各足趾
淋巴结未见癌转移（肠周0/13，结肠中血管旁0/2）
右锁骨下、两侧腹股沟淋巴结
左前胸局部
左侧盆腔淋巴结
结肠肝曲
鼻甲
基底节区
膀胱直肠陷窝
右侧肾下腺
大弯侧淋巴结
周身皮肤黏膜
左膝髌前
回旋支
 胃体
末段食管
肢
胸肋部
前腹壁
右髂血管淋巴结
食管下段周围多发肿大淋巴结
双上臂
盆腹腔
门管区
右额顶部
盆腔内
右侧股骨颈
中下腹
。
手指末节
右侧阴囊内
右侧面颧部
后背部
右侧输卵管
脑神经
右输尿管
部分椎体骨质边缘
胃体小弯侧
肝、脾肋下
左肺中叶
胸椎及其附件
左尺桡动脉
右肝管
胸骨后
胆囊管
右膝关节
升结肠
(右盆腔）淋巴结
左肺下叶后段
锁骨下
胃窦部大弯侧
直肠下动脉旁染色淋巴结2
附件
髂前淋巴结
左侧髂内动脉
横结肠中段
三尖瓣
下腹
右乳房
右腋窝淋巴结
右侧输卵管粘膜
结肠中动、静脉
纵隔仍有淋巴结
手臂
下肢
左肘关节
左胸肋部局部
右上上肺
上端输尿管
肠壁
上段食管旁”（3个）、“贲门周围”（4个）、“胃右动脉旁”（8个）淋巴结
颜面部
上降静脉壁
双肾
右侧宫底
胃窦壁
肠周纤维脂肪
腰部
丙肝
左颈淋巴结
盆腔淋巴结
胸4椎体及附件
龟头
皮肤、粘膜
网膜
右颈部
腹腔淋巴结
左侧胸壁皮下
结直肠
右侧胸锁乳肌
左膈面
右耳部
左髂外淋巴结
胆石利通片
胃体窦
两髂血管
贲门大弯侧后壁
二遍
双附件
第10棘突
上腹
右上颌
腰1-5椎体棘突
双侧巴氏
骶前淋巴结
下颌部
腰4-腰5、腰5-骶1椎间盘
L3-4椎间盘
右侧S1神经根
右手腕部
右侧膈脚
宫体上段肌层
右、左附件
右侧胫骨平台
右输卵管
胰内胆总管
右上胸壁
双侧肱二
贲门右小淋巴结
胰腺体部
左侧输卵管
右肝
(回结结肠系膜肠系膜根部)淋巴结
左胸背部
硬膜囊前缘
右侧锁骨中线第Ⅴ肋间
双侧踝关节
沿肺纹理
胆总管上段
左肾
肝内外胆管
左季肋
颈内动脉
额纹
乙状结肠术后
右肝脏
胸腹盆
双侧膝关节
第1组淋巴结
第9肋骨
L5-S1椎体棘突旁
系膜区域淋巴结
宫壁肌层
系膜
左附件
子宫右前侧壁上段
头、颈部血管
胸腹部
右、左盆腔淋巴结
各椎体
直乙交界处
肝曲结肠
左喉返神经旁淋巴结
右冠
腰椎
双手
右胫骨
右附件区
右锁骨中线第Ⅵ肋
腰椎椎体棘突
胰腺体尾部
气管
C4-7椎体骨质边缘
肝S4
腰腹
右肾动脉
肝脏S2、S7/8
跟膝腱
胰头
肝动脉
瞳孔
宫颈3、6、9、11点
上肢
胰周淋巴结
纵隔及两锁骨下淋巴结
局部皮肤
两膝
股骨颈
右耳廓
双膝部内侧
右前叶
肝左前叶上段
左侧臂
左房
两卵巢
右侧肘后
十二指肠乳头部
（胃右动脉旁）淋巴结
四肢皮肤
两肺
膝关节
枕顶部
两附件
肩胛部
结肠下动脉根部
鼻小柱上皮肤
两侧基底节区
肠壁外膜层
食道
区域淋巴结
L5/S1椎间盘
隆突上淋巴结
右手中指末节指骨粗隆
右侧下颌淋巴结
椎体边缘骨质
左侧膝部软组织
肛提肌
双侧大腿
右半肝
膈肌
右侧锁骨上动脉起始段
腹膜后淋巴结
L3-L5椎体棘突
左髂血管淋巴结
双侧膈面
右侧第四肋骨骨皮质
椎旁软组织
右颈II区淋巴结
左大腿
外阴
直肠乙状结肠
右颈淋巴结
巩膜
两侧漏斗韧带
左足趾
右闭孔淋巴结
左侧输尿管
胃肠
侧隐窝
右肾窦
顶叶
右侧卵巢
右侧顶骨
十二指肠韧带
双侧肢体
胃窦后壁
心脏
左腹主动脉旁淋巴结
宫口
肝S5、S6、S7、S8 
双侧颧
乳头
周身皮肤粘膜
肘关节
面部
远端胃大部
右侧输尿管壁
肠系膜根部
胃周淋巴结
胃窦小弯
双足
（肠系膜动脉根部）淋巴结
右侧肢体
腕部
十二指肠第1段
C3-7椎间盘
关节腔
峡部
左半结肠
全腹
上额部
肛门缘
左面
下鼻甲后端
左下下腹
左肺下野
双侧腹股沟
纵隔及左肺门淋巴结
尿道
胃管
上呼吸道
陶氏腔
腰椎椎体
贲门左淋巴结
左肾周
结肠脾曲
体健
右侧坐骨
腰4-5、腰5-骶1左侧椎旁
右手拇指末节
肝区结肠
左侧肾上腺
L4/5椎间隙水平椎体边缘
肝门
腰部及双下肢
椎管
两侧阴囊、睾丸
部分椎体边缘
.腹膜后多发小淋巴
右颈根部
腰5-骶1椎间盘
颧部
左额顶部
齿口角
左前臂内侧皮肤
肝左后叶
双侧睾丸附睾
其余肢体
上唇部
肺内
拇指末节
双肾盂
鼻腔
肾下腺
食道中上段
近端肠管
皮下组织
肝VIII段
双侧扁桃体
左下下肺
右下下腹部
浅表淋巴结
远节背侧
十二指肠
肝总动脉
肠壁浆膜上层
左支气管
左侧胸腔
肝内胆管
近端输尿管
胸12-腰4椎体
左侧胸
幽门
右肺上叶背段
肝S5
右肾盂
甲状双侧叶内
第5组淋巴结
腹部脐周大血管
右腋上淋巴结
左下肺后段
相应椎间隙
左手拇指远节
头左颞部
右上叶尖端
两肺门
腰3/4、腰4/5、腰5/骶1椎间盘
左腹
右肾上极
左侧肾盂
T2
第一对角支近段
卵圆孔
食管远端
两肺上叶
右侧第四肋骨
窦部
肝曲
降结肠末端
胸背部
大小便
左肺上叶肺大泡
小腿外侧
右大腿皮肤
左髋外侧
淋巴结见癌转移【共44枚，21，枚转移：第1组0/5、第2组0/0、第3组8/13、第4SA组0/2、第4SB组0/0、第4D组5/7、第5组1/1、第6组5/5、（第7、9组）0/6、第8组1/1、第11P组0/1、12A组0/2、 14V1/1】
左侧甲状腺
L5-S1椎间隙水平椎体后缘
乳房皮肤
右隔下游
肢体
上叶肺叶
手
头颅枕顶部
肝左叶
肝右、左叶
卵巢
右侧胸部
鼻
脾静脉
.胃
淋巴节
左侧髋关节
双侧宫旁
左第五肋间锁骨中线
DOUGLAS腔
左小腿外侧
双扁桃
两下颌窦
右侧颈部淋巴结
肝S2、6 段
左眉弓上皮肤
两肺中下野
右侧颜面部
会阴部
左闭孔深淋巴结
T11椎体
右心室
双膝关节
头右顶枕部
腰4-5间隙
右肾区
口咽部
足背动脉
腰部以下
胸廓两侧
室间隔
前额
锁骨
肺内血管支气管束
四肢
胃小弯侧胃壁
臀部
输卵管
右下臂
左侧颞部
外耳道
尺骨支
左侧臀部
右肺中叶
贲门右淋巴结
双膝关节皮肤
左肺尖
腹膜反折
左肺上叶近纵隔旁
胸12椎体
舌
降结肠
两髂
室壁
贲门
肝S6 
髂总血管
下腹痛
阴道穹窿
右手中指
各手指关节
左胸
脐周大血管
隆突前
左髋部
胃体下段至胃底贲门部
左手无名指末节
胃肠道
左中腹部肠系膜间
胃右动脉旁淋巴结
两眼睑
中间淋巴结
腰2-3、腰5骶1间盘
枕后
腰背
结肠旁沟
胸廓
余椎体及各附件
左颈部淋巴结
吻合口
左上腹部
白痰
双肺纹理
肺部
右心缘
中上腹
S1椎板
左股骨
肠系膜血管旁淋巴结
肝S8 
右肺下野
大肠
胎盘胎膜
尿道外口
颈椎双斜位及侧位
后臀部
肝右内叶
壶腹
肺底部
髂血管旁淋巴结
两上肢
左肩关节
颈静脉
锁骨上淋巴结
头枕上方
腹膜后多发淋巴结
周身
左侧锁骨
双侧侧隐窝
皮缘
顶枕部头皮下
食管胸中段
股骨下段
双侧舌下淋巴结
右腹部
胸中上段段食管
鼻根部
胃引流静脉
腰3-4、4-5间隙水平双侧椎间孔
左侧下腹部腹股沟区
左颈
肾盂
椎体棘突
肺门淋巴结
左侧脑室体
额突
胆道
顶部
右下肺舌段
肩膀
双侧颧弓骨质
右肘关节
右侧锁骨上淋巴结
左肺
鼻背部
肺穿
两手掌
左上臂近肘关节处
左颧弓处
右室后壁
左上肺
右侧ii区淋巴结
肝S4、S5/8
升结肠系膜
直肠中上段
腹膜外左髂窝
乙状结肠
右股内侧
横结结肠
左肾下极
腰3-腰5
右眼睑
右踝内侧
腰5/骶1椎间隙
腰部局部
上颚
右下腹
左下腹
舌部右侧
鼻骨
右门Ⅴ
腔静脉
手术切口皮缘
胎膜
双侧颈部
头颅额部鼻背部
颈肩
胸部
右腮腺
肝左叶前段
右小腿
右侧颞叶
肝中叶
白细胞
左侧输尿管腹段
尿
腰2椎体
前胸部
右盆腔髂血管
上腹部
舌体
管腔
L4-S1椎体棘突两侧
左侧附件区软组织
胃小弯（1/4)及胃大弯（3/4）淋巴结
右肺上叶尖段
下口唇皮肤
口腔
手足心
左额
背部
右手环小指
上膀胱区
腹主动脉旁淋巴结
右侧局部胸膜
头部
右腹股沟
主动脉弓
上腹及脐周
左面侧额部
右肝外叶
包皮
肝左左叶
腹股沟
大网膜
右侧眼睑
淋巴结
小弯淋巴结
左侧中鼻甲
盆腹腔淋巴淋巴结
左踝
齿状线
双侧颈动脉
贲门齿状线下部分食管
肌
肠腔
右侧侧臀部
右髋部
双侧胸膜
肠系膜根部淋巴结
右侧第一对角支近端
右侧腰3-4椎旁
指尖
剑突上
贲门旁淋巴结
左侧颈动脉中段
左肝
右侧肘部
肠壁及淋巴结
(胃右动脉旁）淋巴结
两侧髂总动脉
胃窦部
直肠上缘
食管上端
*
胃底贲门
头颅五官
直肠膀胱陷窝
两侧提肛肌
左锁骨下淋巴结
胃结肠韧带
腰4椎体骨质边缘
双侧牙龈
左足背
肝S7/8
右侧顶部
升结肠中段
十二指肠大乳头
直肠下动脉旁淋巴结
两侧颈动脉
目
乙状结
椎旁
左前心膈角
颈部淋巴结
腹膜
两侧腹股沟淋巴结
双侧肱二三头肌
右侧颈
右室
面颊部
右中腹
两下肢
颈动脉
周身浅表淋巴结
脾门
胃窦幽门区
左侧头顶部
胃右动脉旁、隆突上淋巴结
右侧颈部
黏膜
右侧小脑角区
左侧颈总动脉
直肠上段
左颈根至锁骨下淋巴结
左附件区
胃角
右侧颈动脉
双膝部
骨髓
食管下段
贲门周淋巴结
喉腔
第4组淋巴结
胸主动脉
左足大踇趾
右前额部
咽
耳
左锁骨
右上胸部
肌腱
L4-S1棘突
十二指肠腹壶
腰1-5椎体
肩背部
大脑前、中、后动脉
直肠下动脉
两肾下腺
子宫颈颈管内口
脑血管
肝实质
左上肢肌间静脉
腰围
右侧踝部
右侧半卵圆中心
肝脾胃
主动脉窦部
右侧中上腹
右肺上叶后段
右侧臀部
鼻唇沟
右闭孔
肺气肿
左侧肢体
双侧梨状肌
足趾
上颌窦黏膜
双肺底部
右侧大腿前外侧
左臂
肝
枕部
左肺上叶外基底段
胸骨
右大腿
右侧梨状窝
牙龈
肺纹理间隙
左侧腹股沟区
左上肢近端
纵隔内龙突上
食管中段
左侧基底节区
脐周
椎间孔
右侧髋骨
右侧乳腺
L4-L5椎间盘
LN
乙状结肠壁
两肺底
侧腹部
左前胸第四、五肋部
冠脉
口
右眼下方
肝十二指肠韧带
十二指肠-胃窦部
右、左肝交界处
双侧附睾
左前胸
咽喉
回肠周淋巴结
毛细支气管
两侧精囊腺
左心房
胆囊窝区
胃窦小弯侧
食管旁多发淋巴结
右侧额颞部硬膜下
左前纵隔
上腔静脉
双肺
胃小弯
脑室
胃大、小弯淋巴结
颈部后侧
右侧股骨粗隆间
双侧输尿管
门脉右支
两侧肺门
副脾
胸段食管
腰4-5左侧神经根
头面部
纵膈内
右下肢
胆、胰导管
右上肢及右膝
右侧腹直肌
两侧半卵园中心
双侧基底节区
右足
耻骨肌
双侧精索
肝右叶vii段
皮肤软组织
左前臂
左眼眶
右中上腹小肠
及
(喉返旁)淋巴结
左侧髌骨
双侧颈总动脉
左侧上肢
小骨盆腔
肝左叶近膈面
胃大小弯淋巴结
胰
右结肠
胰腺导管
腔静脉旁
右侧腰骶部
指端
膀胱
心尖部
右侧髋关节
双下肢
胸骨上段
左膝关节
面色
肠区
双侧腋上
(肠系膜上动脉根部)淋巴结
左叶
冠状动脉
左侧面颊部
横结肠近脾区肠壁
指骨末端
双侧锁骨
(贲门旁)淋巴结
左侧附件、右侧附件区
右肘
相应水平硬膜囊
全结肠
第8组淋巴结
肠系膜上血管根部
回盲部
双侧肱二，三头 肌腱
右颈肿大淋巴结
肝右内叶至肝左叶交界处
肝胃间隙
空回肠交界
股骨
左输尿管上段
胆管旁淋巴结
血
右侧胫后动脉
右性腺血管
前列腺双叶
脊肋角
主动脉
十二指肠降部、水平部
双眼瞳孔
左手拇指末节背侧
右侧胸壁
脑
肝S5-8
回盲瓣
右侧上下肢
全身皮肤
乳腺
胃体小弯侧胃
双侧阴囊
肠壁全层
左肩关节软组织
胰腺体部及尾部
胃小弯、胃大弯、贲门、幽门、胃右动脉旁周围淋巴结
胃肠吻合口
右腰季肋部
两侧宫旁
踝部
肝门区
舌下及颈部淋巴结
双侧椎动脉
左侧面部皮肤组织
右手中指末节
C2-T2椎间盘
上段输尿管
二尖瓣
胸腰骶椎骨
双侧跟膝腱
鼻骨右支
鼻梁皮肤
左额颞顶部
左髌骨
余椎体
降结肠近脾曲
右输尿管中上段
宫体
颈背部
左侧输尿管阴道
颈椎4-6椎体
右髋部局部软组织
左膝关节组织
右侧椎间孔
肝S2.4.6.8
左上下肢
左侧上颈部
右胸肋骨
右眼
肺门
膀胱后方
肠壁脂肪中淋巴结
右侧第三组淋巴结
椎体边缘
腹主动脉淋巴结
右胸部
左侧肩背部
左面部
两侧阴囊
L5-S1椎体
左足
右股骨
右锁骨下淋巴结
右侧腹股沟区
食道胸上段及腹段
回肠末端
门脉
胆囊壁
右中上腹
胸上段食管
腹股沟淋巴结
肩部
左髂血骨淋巴结
右肩
心肺
肠壁一站（19个）、二站（13个）、三站（69个）；“结肠中动脉”（1个）淋巴结
腰椎间盘
右下腹及脐下
肺动脉
左侧尺桡骨远端
鼻面部
肝右叶
两侧锁骨
两侧主韧带
右、左宫宫旁组织
右侧眼眶眶内壁
两肾盂
右侧锁骨中线第Ⅴ肋
粘膜
右腿
颈椎腰椎
幽门管
两颈部
腹主+髂总淋巴结
颜面
右臀部
瓣膜听诊区
口腔黏膜
肠系膜淋巴结
贲门曲
椎体脂肪
腹直肌
小弯侧胃
左肝后叶S6、S7段
食管中下段
肝脏
脊柱
大弯及网膜淋巴结
腹膜后小淋巴结
颈
前列腺左侧叶
左肺下叶前段
颈椎椎体棘突旁
左侧胸背部
腰椎前区
盲肠
右膝外侧
两脚底
胃体大弯侧
背
锁骨下区
右上腹部
左侧胸部
周身皮肤
左膝部
腰3-4、4-5间盘
两小腿
胃壁
四肢关节
胸下段食管
颈胸部
肝S4~8
颅脑
子宫颈
扁桃腺
右股
左膝
伤口边缘
双眼睑
左腹股沟
左侧股骨
后腰部
胆囊体部
口内上唇黏膜
肝中叶，IV、V、VIII段
右腋腋
左输卵管
直肠腹膜返折
五官
右手手背
尿胆原
膀胱壁
子宫内膜
胸膜
腹部脐周大血管周边
C6-7水平脊髓
左侧肩部
心、肺
宫颈前唇
甲状腺左叶
宫颈部
椎体前缘
大便
双侧眼眶
双侧髋部
膈上
肛门
右侧腮腺
表面皮肤
余两肺
左侧杓会厌壁
蛛网膜下腔
左上乳中切牙
左肘关节背
脑室体旁
左侧中叶
躯干
左中叶
胸椎中上段
主动脉壁
右梨状肌
右髂窝
十二指肠壁
右侧杓会厌皱襞
肝左前叶上段包膜
骨
肠周
腰方肌
(左喉返喉返神经旁)淋巴结
头颈部
胸壁局部软组织
C4-C6棘突
胃小弯侧
拳
睾丸
第10肋骨
胰体尾部
右肺上叶
上下肢
右股浅动脉远端
右膝关节正侧位
左侧腓动脉
胸前区
右侧踝关节
小肠系膜
两房
右心房
面部软组织
肠管系膜
(上段食管旁)淋巴结
肝S7、S3
双鼻孔
双侧颈外动脉颅外段
臂丛神经牵拉
左肩部
食管裂孔
踇趾
腹部
右侧膝盖
枕部上方
皮肤粘膜
双瞳孔
胃窦
下腹部
左侧耳屏
腹主动脉旁
输尿管
左侧第6前肋腋前段
门腔间隙
第4、5颈椎棘突后
左肝门
左侧胸胸背部
两下肺
腹盆腔
双侧瞳孔
双侧扁桃腺
横结肠
腰5/骶1水平椎管
双眼周围
直肠下动脉旁染色淋巴结1
子宫直肠窝
左肘
胃空肠
C4-C7棘突两侧
腰4-5、腰5骶1间隙水平椎管
肝固有动脉
两侧髂血管旁
左侧上下肢
左肺上野
结肠
鼻尖
胃窦大弯侧
咽后壁
胸部正位
盲肠部
胃小弯、大弯淋巴结
血压
乙状结肠中段
下段食管
左颈部
并颅内
右下腹阑尾区
L2-S1椎间盘
脓
末梢
主动脉瓣
腰部双侧竖脊肌
双侧椎间孔
食管周淋巴结
左肺门
颈4、5和5、6椎间隙
坐骨支
网膜淋巴结
左胸背部软组织
第一肝门右外叶
咽峡部
头
L3/4、L4/5椎间盘
脾脏
右肺下叶
十二指肠乳头
左侧第7肋骨
右颈至锁骨下
左锁骨上淋巴结
腰椎骨
子宫体
左侧顶部
宫颈内口
近端小肠
胸部右侧第4肋
左下颌皮肤
肝S5.8 交界区
牙齿
右肺门
肠系膜下动静脉
左侧睾丸
两输卵管
左侧髂血管旁及左侧腹股沟淋巴结
两手
十二指肠降部
两眉之间
特比澳
舌下
腹主A
掌指关节
左侧附睾
，肠系膜上动脉
左侧肩关节
肾脏
(右喉返喉返神经旁)淋巴结
 宫颈
心界
左手指
全子宫
双侧肱二，三头肌腱
右下肺
双乳
双上臂内侧
两肺下叶
肠旁淋巴结
臀
眼
颈部
肾门
左肘部
头顶部
脑桥
肝IV、VIII段交界处及右叶II段
双肾区
支气管
额部右侧
脐带
各瓣膜
上段食管
部分椎小关节
(结肠中动脉根部）淋巴结
房室
平脐
两眼
双侧下肢
胃底
左膝下方
软组织
右颧部
肝脾肋
肠系膜
右手右肘
左侧顶部头皮
右腹股沟部
左侧上部
胃小弯侧胃角
左下肢前外侧
胃壁浆膜层
脾
左侧前臂
左侧颈部
骨骼
关节
右侧胸壁腋前线内侧
肝左静脉
甲状腺两叶
(左髂总）淋巴结
血糖
肝右左叶
右颈
上腔静脉旁淋巴结
两侧圆、主、骶韧带
双臀部
左前胸部
阴道壁
左下肺
咽喉部
左基底节区
鼻部软组织
奇静脉弓
贲门上淋巴结
右髂外静脉
眼结膜
肝S6、7
左手环指远端
右侧闭孔
右半结肠
小便
L4/5椎间隙
降乙交界处
右附件卵巢
指腹
膀胱三角区
头面目
左手拇指末节
胸肌间淋巴结
扁桃体
胃大体
腹腔干
横膈
左小腿皮肤
颈后部
右下腹部
腿
颈部IV区
两侧基底节
两侧盆腔淋巴结
阑尾根部淋巴结
面
右锁骨中线第Ⅴ肋间
(右锁骨下)淋巴结
两侧卵巢白体
颈3、4、5、7
肛管
右腰
左股骨颈骨质
（肝总动脉旁）淋巴结
左股骨颈
十二指肠降段起始部
左肩背部
降主动脉
子宫底
气管旁
右侧杓会厌
左下肢
气管隆突前淋巴结
右肩部
纵隔内
精囊腺
大腿外侧
肠管
右侧胸壁腋前线
骶管
腹壁
左侧头颞部皮肤
左踝部
L5/S1椎间隙
脐周部
肘部
右上肢
前降支中段
胃大弯后壁
L3-5椎体
下腔静脉
(胃大弯)淋巴结
肛肠
肝S6/7
心腹
剑突
呼吸道
(上段食管旁)个淋巴结
右肾
胸壁静脉
子宫上段
右下腹部髂血管
左锁骨远端
前胸
肝右外叶
食管腔
胃窦幽门管
颈根部及下中纵隔食管
结膜
皮肤表面
主动脉窗
小脑
右锁骨下
右侧气管食管沟及隆突上淋巴结
髂血管旁旁淋巴结
冠状动脉走行区
两侧气管食管沟小淋巴结
直肠前缘
L3-S1椎体棘突
肛门口
右上腹
 肝总动脉旁（0/1)、 胃大弯（0/1)淋巴结
胃食管
右颧弓处
两侧附件
左侧髂外
足背部
左室
左肾区
肝胃韧带
左肺上叶
右髂血管
腓侧副韧带
第6颈椎后缘
乳房
胃黏膜
近端胃腔
4-7椎间隙
甲状腺右叶
两侧肺
左侧臀肌
胸
肾门淋巴结
全身皮肤黏膜
主干
左闭孔淋巴结
痰
右背部
下淋巴结
右侧腰3-4椎
右侧臂丛
肝胰脾
结肠周围淋巴结
肝S6
静脉
末端回肠
右侧腋窝
左侧下眼睑
脉管
右下肢皮肤
胃周小弯侧
肋下
右侧腹腔
门静脉主干
肱二、三头肌腱
头右侧额部
"L3-L5,L5-骶1椎体棘突旁"
右侧小脑
肺段肺动脉
肛门外生殖器
左心
骨盆
背部胸椎
盗汗
鼻咽部
右手小指
右乳及腋窝淋巴结
左肱骨
左侧气管食管沟
右侧输尿管上段
左肺下叶
肝内外胆道
两侧腹股沟
右侧最大
双眼
宫底脐下
左输尿管
L3-5椎体骨质边缘
宫颈管
(右髂总）淋巴结
